epc,atenda,atendanum,phase,RSS,timestamp,timestamp2,
300833b2ddd9014000030009,1,1,2600,-41,1654780596288373,1654780596288373,
300833b2ddd9014000030008,1,1,3552,-47,1654780596289980,1654780596289980,
300833b2ddd9014000030002,1,1,312,-54,1654780596291207,1654780596291207,
300833b2ddd9014000030001,1,1,2040,-51,1654780596292337,1654780596292337,
300833b2ddd9014000030008,1,1,3516,-47,1654780596295403,1654780596295403,
300833b2ddd9014000030001,1,1,2000,-50,1654780596296478,1654780596296478,
300833b2ddd9014000030009,1,1,2624,-41,1654780596298088,1654780596298088,
300833b2ddd9014000030002,1,1,232,-54,1654780596299456,1654780596299456,
300833b2ddd9014000030001,1,1,2024,-51,1654780596331263,1654780596331263,
300833b2ddd9014000030002,1,1,312,-54,1654780596332320,1654780596332320,
300833b2ddd9014000030008,1,1,3540,-47,1654780596333374,1654780596333374,
300833b2ddd9014000030009,1,1,2600,-41,1654780596334472,1654780596334472,
300833b2ddd9014000030002,1,1,252,-54,1654780596339664,1654780596339664,
300833b2ddd9014000030009,1,1,2620,-41,1654780596341091,1654780596341091,
300833b2ddd9014000030008,1,1,3552,-47,1654780596342443,1654780596342443,
300833b2ddd9014000030001,1,1,2020,-51,1654780596343559,1654780596343559,
300833b2ddd9014000030008,1,1,3556,-47,1654780596374665,1654780596374665,
300833b2ddd9014000030009,1,1,2600,-41,1654780596376076,1654780596376076,
300833b2ddd9014000030001,1,1,2012,-51,1654780596377149,1654780596377149,
300833b2ddd9014000030002,1,1,264,-54,1654780596378175,1654780596378175,
300833b2ddd9014000030008,1,1,3536,-47,1654780596381968,1654780596381968,
300833b2ddd9014000030002,1,1,288,-54,1654780596383481,1654780596383481,
300833b2ddd9014000030001,1,1,2016,-51,1654780596384611,1654780596384611,
300833b2ddd9014000030009,1,1,2608,-41,1654780596385681,1654780596385681,
300833b2ddd9014000030002,1,1,240,-54,1654780596416689,1654780596416689,
300833b2ddd9014000030008,1,1,3552,-47,1654780596417784,1654780596417784,
300833b2ddd9014000030001,1,1,2004,-51,1654780596419125,1654780596419125,
300833b2ddd9014000030009,1,1,2620,-41,1654780596420469,1654780596420469,
300833b2ddd9014000030009,1,1,2616,-41,1654780596425031,1654780596425031,
300833b2ddd9014000030002,1,1,260,-54,1654780596426385,1654780596426385,
300833b2ddd9014000030008,1,1,3548,-47,1654780596428189,1654780596428189,
300833b2ddd9014000030001,1,1,2008,-51,1654780596429872,1654780596429872,
300833b2ddd9014000030001,1,1,2016,-51,1654780596461728,1654780596461728,
300833b2ddd9014000030009,1,1,2616,-41,1654780596462913,1654780596462913,
300833b2ddd9014000030002,1,1,280,-54,1654780596464237,1654780596464237,
300833b2ddd9014000030008,1,1,3560,-47,1654780596465349,1654780596465349,
300833b2ddd9014000030002,1,1,244,-54,1654780596469137,1654780596469137,
300833b2ddd9014000030009,1,1,2612,-41,1654780596470477,1654780596470477,
300833b2ddd9014000030001,1,1,2000,-51,1654780596472899,1654780596472899,
300833b2ddd9014000030008,1,1,3544,-47,1654780596474237,1654780596474237,
300833b2ddd9014000030001,1,1,2024,-51,1654780596505223,1654780596505223,
300833b2ddd9014000030008,1,1,3544,-47,1654780596506830,1654780596506830,
300833b2ddd9014000030009,1,1,2608,-41,1654780596508173,1654780596508173,
300833b2ddd9014000030002,1,1,276,-54,1654780596510349,1654780596510349,
300833b2ddd9014000030002,1,1,272,-54,1654780596514332,1654780596514332,
300833b2ddd9014000030008,1,1,3552,-47,1654780596515415,1654780596515415,
300833b2ddd9014000030009,1,1,2612,-41,1654780596516953,1654780596516953,
300833b2ddd9014000030001,1,1,2008,-51,1654780596518042,1654780596518042,
300833b2ddd9014000030001,1,1,2020,-51,1654780596550497,1654780596550497,
300833b2ddd9014000030002,1,1,304,-54,1654780596552204,1654780596552204,
300833b2ddd9014000030008,1,1,3556,-47,1654780596553260,1654780596553260,
300833b2ddd9014000030009,1,1,2612,-41,1654780596554345,1654780596554345,
300833b2ddd9014000030008,1,1,3544,-47,1654780596558543,1654780596558543,
300833b2ddd9014000030002,1,1,284,-54,1654780596559999,1654780596559999,
300833b2ddd9014000030009,1,1,2612,-41,1654780596561310,1654780596561310,
300833b2ddd9014000030001,1,1,2032,-51,1654780596562767,1654780596562767,
300833b2ddd9014000030009,1,1,2620,-41,1654780596593052,1654780596593052,
300833b2ddd9014000030001,1,1,2036,-51,1654780596594636,1654780596594636,
300833b2ddd9014000030002,1,1,296,-54,1654780596596487,1654780596596487,
300833b2ddd9014000030008,1,1,3556,-47,1654780596597925,1654780596597925,
300833b2ddd9014000030008,1,1,3544,-47,1654780596602186,1654780596602186,
300833b2ddd9014000030009,1,1,2628,-41,1654780596603484,1654780596603484,
300833b2ddd9014000030002,1,1,248,-54,1654780596604598,1654780596604598,
300833b2ddd9014000030001,1,1,2024,-51,1654780596606750,1654780596606750,
300833b2ddd9014000030009,1,1,2624,-41,1654780596637617,1654780596637617,
300833b2ddd9014000030008,1,1,3524,-47,1654780596638941,1654780596638941,
300833b2ddd9014000030001,1,1,1988,-51,1654780596640496,1654780596640496,
300833b2ddd9014000030002,1,1,260,-54,1654780596643028,1654780596643028,
300833b2ddd9014000030008,1,1,3556,-47,1654780596646045,1654780596646045,
300833b2ddd9014000030001,1,1,2024,-51,1654780596647402,1654780596647402,
300833b2ddd9014000030009,1,1,2628,-41,1654780596648529,1654780596648529,
300833b2ddd9014000030002,1,1,292,-53,1654780596651201,1654780596651201,
300833b2ddd9014000030002,1,1,256,-54,1654780596681932,1654780596681932,
300833b2ddd9014000030008,1,1,3632,-47,1654780596683870,1654780596683870,
300833b2ddd9014000030009,1,1,2624,-41,1654780596684968,1654780596684968,
300833b2ddd9014000030001,1,1,2008,-51,1654780596686922,1654780596686922,
300833b2ddd9014000030008,1,1,3560,-47,1654780596690769,1654780596690769,
300833b2ddd9014000030001,1,1,2016,-51,1654780596691871,1654780596691871,
300833b2ddd9014000030009,1,1,2612,-41,1654780596692971,1654780596692971,
300833b2ddd9014000030002,1,1,300,-53,1654780596694411,1654780596694411,
300833b2ddd9014000030001,1,1,2036,-51,1654780596724403,1654780596724403,
300833b2ddd9014000030009,1,1,2612,-41,1654780596725731,1654780596725731,
300833b2ddd9014000030002,1,1,260,-54,1654780596727751,1654780596727751,
300833b2ddd9014000030008,1,1,3544,-47,1654780596728904,1654780596728904,
300833b2ddd9014000030008,1,1,3556,-47,1654780596732986,1654780596732986,
300833b2ddd9014000030001,1,1,2020,-51,1654780596734556,1654780596734556,
300833b2ddd9014000030002,1,1,268,-54,1654780596735640,1654780596735640,
300833b2ddd9014000030009,1,1,2620,-41,1654780596736966,1654780596736966,
300833b2ddd9014000030002,1,1,296,-54,1654780596769571,1654780596769571,
300833b2ddd9014000030009,1,1,2620,-41,1654780596770657,1654780596770657,
300833b2ddd9014000030001,1,1,2004,-51,1654780596771985,1654780596771985,
