epc,atenda,atendanum,phase,RSS,timestamp,timestamp2,
300833b2ddd9014000030009,1,1,3380,-59,1654695379146089,1654695379146089,
300833b2ddd9014000030009,1,1,3424,-59,1654695379570466,1654695379570466,
300833b2ddd9014000030009,1,1,3384,-60,1654695379574621,1654695379574621,
300833b2ddd9014000030008,1,1,252,-64,1654695379575734,1654695379575734,
300833b2ddd9014000030001,1,1,424,-65,1654695379577050,1654695379577050,
300833b2ddd9014000030009,1,1,3392,-59,1654695379609806,1654695379609806,
300833b2ddd9014000030008,1,1,272,-65,1654695379616131,1654695379616131,
300833b2ddd9014000030001,1,1,392,-65,1654695379617263,1654695379617263,
300833b2ddd9014000030001,1,1,388,-65,1654695379620530,1654695379620530,
300833b2ddd9014000030008,1,1,224,-64,1654695379622477,1654695379622477,
300833b2ddd9014000030009,1,1,3328,-59,1654695379623551,1654695379623551,
300833b2ddd9014000030008,1,1,284,-64,1654695379656256,1654695379656256,
300833b2ddd9014000030009,1,1,3456,-59,1654695379657327,1654695379657327,
300833b2ddd9014000030001,1,1,420,-66,1654695379659268,1654695379659268,
300833b2ddd9014000030009,1,1,3420,-59,1654695379662704,1654695379662704,
300833b2ddd9014000030001,1,1,376,-66,1654695379663923,1654695379663923,
300833b2ddd9014000030008,1,1,364,-64,1654695379665515,1654695379665515,
300833b2ddd9014000030009,1,1,3392,-59,1654695379695872,1654695379695872,
300833b2ddd9014000030008,1,1,132,-65,1654695379697892,1654695379697892,
300833b2ddd9014000030001,1,1,484,-65,1654695379700381,1654695379700381,
300833b2ddd9014000030009,1,1,3416,-59,1654695379705089,1654695379705089,
300833b2ddd9014000030001,1,1,428,-66,1654695379706149,1654695379706149,
300833b2ddd9014000030008,1,1,196,-65,1654695379707191,1654695379707191,
300833b2ddd9014000030008,1,1,152,-63,1654695379739639,1654695379739639,
300833b2ddd9014000030001,1,1,400,-65,1654695379740770,1654695379740770,
300833b2ddd9014000030009,1,1,3404,-59,1654695379742108,1654695379742108,
300833b2ddd9014000030008,1,1,332,-63,1654695379748156,1654695379748156,
300833b2ddd9014000030001,1,1,268,-66,1654695379749232,1654695379749232,
300833b2ddd9014000030009,1,1,3388,-59,1654695379750569,1654695379750569,
300833b2ddd9014000030001,1,1,500,-64,1654695379783431,1654695379783431,
300833b2ddd9014000030008,1,1,212,-64,1654695379784560,1654695379784560,
300833b2ddd9014000030009,1,1,3400,-59,1654695379785630,1654695379785630,
300833b2ddd9014000030009,1,1,3420,-59,1654695379791701,1654695379791701,
300833b2ddd9014000030001,1,1,368,-65,1654695379793431,1654695379793431,
300833b2ddd9014000030008,1,1,240,-65,1654695379794544,1654695379794544,
300833b2ddd9014000030001,1,1,412,-65,1654695379826033,1654695379826033,
300833b2ddd9014000030009,1,1,3432,-59,1654695379827118,1654695379827118,
300833b2ddd9014000030008,1,1,320,-64,1654695379828220,1654695379828220,
