epc,atenda,atendanum,phase,RSS,timestamp,timestamp2,
300833b2ddd9014000030008,1,1,2376,-58,1654693492585824,1654693492585824,
300833b2ddd9014000030009,1,1,144,-64,1654693492587064,1654693492587064,
300833b2ddd9014000030001,1,1,704,-70,1654693492591845,1654693492591845,
300833b2ddd9014000030009,1,1,168,-63,1654693492594564,1654693492594564,
300833b2ddd9014000030002,1,1,3144,-65,1654693492596502,1654693492596502,
300833b2ddd9014000030008,1,1,2324,-58,1654693492598090,1654693492598090,
300833b2ddd9014000030002,1,1,3092,-65,1654693492634778,1654693492634778,
300833b2ddd9014000030008,1,1,2336,-58,1654693492636393,1654693492636393,
300833b2ddd9014000030009,1,1,148,-63,1654693492638572,1654693492638572,
300833b2ddd9014000030009,1,1,132,-64,1654693492643834,1654693492643834,
300833b2ddd9014000030008,1,1,2332,-58,1654693492645114,1654693492645114,
300833b2ddd9014000030002,1,1,3128,-65,1654693492646243,1654693492646243,
300833b2ddd9014000030001,1,1,984,-69,1654693492647660,1654693492647660,
300833b2ddd9014000030002,1,1,3164,-65,1654693492677339,1654693492677339,
300833b2ddd9014000030008,1,1,2256,-58,1654693492678438,1654693492678438,
300833b2ddd9014000030009,1,1,148,-64,1654693492680228,1654693492680228,
300833b2ddd9014000030001,1,1,908,-70,1654693492684515,1654693492684515,
300833b2ddd9014000030008,1,1,2292,-58,1654693492688676,1654693492688676,
300833b2ddd9014000030009,1,1,136,-63,1654693492689819,1654693492689819,
300833b2ddd9014000030002,1,1,3244,-65,1654693492691953,1654693492691953,
300833b2ddd9014000030001,1,1,1060,-69,1654693492693128,1654693492693128,
300833b2ddd9014000030009,1,1,128,-64,1654693492722879,1654693492722879,
300833b2ddd9014000030002,1,1,3236,-65,1654693492724190,1654693492724190,
300833b2ddd9014000030008,1,1,2304,-58,1654693492726011,1654693492726011,
300833b2ddd9014000030001,1,1,948,-68,1654693492731973,1654693492731973,
300833b2ddd9014000030008,1,1,2280,-57,1654693492735864,1654693492735864,
300833b2ddd9014000030002,1,1,3268,-66,1654693492736933,1654693492736933,
300833b2ddd9014000030009,1,1,156,-65,1654693492739181,1654693492739181,
300833b2ddd9014000030001,1,1,820,-68,1654693492741474,1654693492741474,
300833b2ddd9014000030008,1,1,2252,-57,1654693492773066,1654693492773066,
300833b2ddd9014000030002,1,1,3256,-66,1654693492776181,1654693492776181,
300833b2ddd9014000030001,1,1,1068,-67,1654693492777253,1654693492777253,
300833b2ddd9014000030009,1,1,276,-65,1654693492778724,1654693492778724,
300833b2ddd9014000030002,1,1,3268,-66,1654693492781582,1654693492781582,
300833b2ddd9014000030009,1,1,248,-66,1654693492782880,1654693492782880,
300833b2ddd9014000030008,1,1,2240,-56,1654693492783991,1654693492783991,
300833b2ddd9014000030001,1,1,1076,-67,1654693492786425,1654693492786425,
300833b2ddd9014000030008,1,1,2288,-56,1654693492817294,1654693492817294,
300833b2ddd9014000030002,1,1,3284,-68,1654693492818379,1654693492818379,
300833b2ddd9014000030009,1,1,184,-67,1654693492820709,1654693492820709,
300833b2ddd9014000030001,1,1,772,-66,1654693492822818,1654693492822818,
300833b2ddd9014000030002,1,1,3292,-65,1654693492826281,1654693492826281,
300833b2ddd9014000030008,1,1,2268,-56,1654693492827351,1654693492827351,
300833b2ddd9014000030009,1,1,276,-67,1654693492829171,1654693492829171,
300833b2ddd9014000030001,1,1,928,-66,1654693492830431,1654693492830431,
300833b2ddd9014000030008,1,1,2260,-55,1654693492861583,1654693492861583,
300833b2ddd9014000030001,1,1,1076,-65,1654693492865478,1654693492865478,
300833b2ddd9014000030009,1,1,344,-69,1654693492867013,1654693492867013,
300833b2ddd9014000030008,1,1,2276,-55,1654693492871226,1654693492871226,
300833b2ddd9014000030001,1,1,1152,-65,1654693492874739,1654693492874739,
300833b2ddd9014000030008,1,1,2316,-55,1654693492905863,1654693492905863,
300833b2ddd9014000030001,1,1,1032,-65,1654693492912232,1654693492912232,
300833b2ddd9014000030001,1,1,1184,-65,1654693492916361,1654693492916361,
300833b2ddd9014000030008,1,1,2288,-54,1654693492917685,1654693492917685,
300833b2ddd9014000030001,1,1,1404,-66,1654693492953991,1654693492953991,
300833b2ddd9014000030008,1,1,2304,-54,1654693492959143,1654693492959143,
300833b2ddd9014000030001,1,1,1356,-65,1654693492964052,1654693492964052,
300833b2ddd9014000030008,1,1,2280,-54,1654693492965700,1654693492965700,
300833b2ddd9014000030008,1,1,2280,-53,1654693492998079,1654693492998079,
300833b2ddd9014000030001,1,1,1396,-64,1654693493000233,1654693493000233,
